tree_file_name;leaf_dist;agree_with_etalon
Puzzle_filtered//PF02913_1.tre;"6;3;4;4;8;8;7;7;7;7;7;6;5;5;6;6;6;6;4;5;5;5;5;4;5;5;1;3;3;2";"3;6;6;6;6;4;4;4;10;10;10;10;9;9;7;6;6;6;4;5;5;5;5;1;2;3;3;3;3;3";78.9
Puzzle_filtered//PF02913_1.tre;"5;4;5;5;7;7;6;6;6;6;6;5;4;4;5;5;5;5;3;4;4;4;4;3;4;4;1;4;4;3";"4;5;5;5;5;3;3;3;9;9;9;9;8;8;6;5;5;5;3;4;4;4;4;1;3;4;4;4;4;4";95.5
Puzzle_filtered//PF02913_1.tre;"12;5;6;6;6;6;5;5;5;5;5;4;3;3;4;4;4;4;2;4;4;4;4;3;4;4;2;5;5;4";"5;5;5;5;5;3;3;3;8;8;8;8;7;7;5;4;4;4;2;3;3;3;3;2;4;5;5;5;5;5";98.9
Puzzle_filtered//PF02913_1.tre;"12;6;7;7;5;5;4;4;4;4;4;3;2;2;4;4;4;4;2;5;5;5;5;4;5;5;3;6;6;5";"7;7;7;7;7;5;5;5;6;6;6;6;5;5;3;2;2;2;1;4;4;4;4;4;6;7;7;7;7;7";92.9
Puzzle_filtered//PF02913_1.tre;"11;7;8;8;4;4;3;3;3;3;3;2;2;2;5;5;5;5;3;6;6;6;6;5;6;6;4;7;7;6";"8;8;8;8;8;6;6;6;5;5;5;5;4;4;2;1;2;2;2;5;5;5;5;5;7;8;8;8;8;8";93.3
Puzzle_filtered//PF02913_1.tre;"11;8;9;9;3;3;2;2;2;3;3;2;3;3;6;6;6;6;4;7;7;7;7;6;7;7;5;8;8;7";"None";54.1
Puzzle_filtered//PF02913_1.tre;"10;9;10;10;2;2;1;2;2;4;4;3;4;4;7;7;7;7;5;8;8;8;8;7;8;8;6;9;9;8";"None";60.6
Puzzle_filtered//PF02913_1.tre;"9;10;11;11;1;1;1;3;3;5;5;4;5;5;8;8;8;8;6;9;9;9;9;8;9;9;7;10;10;9";"None";67.0
Puzzle_filtered//PF02913_1.tre;"8;9;10;10;3;3;2;1;1;4;4;3;4;4;7;7;7;7;5;8;8;8;8;7;8;8;6;9;9;8";"None";70.6
Puzzle_filtered//PF02913_1.tre;"8;8;9;9;4;4;3;3;3;2;2;1;3;3;6;6;6;6;4;7;7;7;7;6;7;7;5;8;8;7";"None";92.4
Puzzle_filtered//PF02913_1.tre;"7;9;10;10;5;5;4;4;4;1;1;1;4;4;7;7;7;7;5;8;8;8;8;7;8;8;6;9;9;8";"11;11;11;11;11;9;9;9;3;3;3;3;1;1;2;3;5;5;5;8;8;8;8;8;10;11;11;11;11;11";78.4
Puzzle_filtered//PF02913_1.tre;"6;7;8;8;5;5;4;4;4;4;4;3;1;1;5;5;5;5;3;6;6;6;6;5;6;6;4;7;7;6";"8;8;8;8;8;6;6;6;6;6;6;6;5;5;3;2;1;1;2;5;5;5;5;5;7;8;8;8;8;8";97.6
Puzzle_filtered//PF02913_1.tre;"7;6;7;7;6;6;5;5;5;5;5;4;3;3;3;3;3;3;1;5;5;5;5;4;5;5;3;6;6;5";"None";39.6
Puzzle_filtered//PF02913_1.tre;"7;7;8;8;7;7;6;6;6;6;6;5;4;4;2;2;2;2;1;6;6;6;6;5;6;6;4;7;7;6";"6;6;6;6;6;4;4;4;8;8;8;8;7;7;5;4;4;4;2;2;2;2;2;3;5;6;6;6;6;6";64.7
Puzzle_filtered//PF02913_1.tre;"6;8;9;9;8;8;7;7;7;7;7;6;5;5;1;1;2;2;2;7;7;7;7;6;7;7;5;8;8;7";"7;7;7;7;7;5;5;5;9;9;9;9;8;8;6;5;5;5;3;1;1;2;2;4;6;7;7;7;7;7";64.6
Puzzle_filtered//PF02913_1.tre;"5;8;9;9;8;8;7;7;7;7;7;6;5;5;2;2;1;1;2;7;7;7;7;6;7;7;5;8;8;7";"7;7;7;7;7;5;5;5;9;9;9;9;8;8;6;5;5;5;3;2;2;1;1;4;6;7;7;7;7;7";91.6
Puzzle_filtered//PF02913_1.tre;"4;5;6;6;7;7;6;6;6;6;6;5;4;4;5;5;5;5;3;3;3;3;3;2;3;3;2;5;5;4";"5;4;4;4;4;2;2;2;9;9;9;9;8;8;6;5;5;5;3;4;4;4;4;2;4;5;5;5;5;5";85.5
Puzzle_filtered//PF02913_1.tre;"3;6;7;7;8;8;7;7;7;7;7;6;5;5;6;6;6;6;4;2;2;2;2;2;3;3;3;6;6;5";"7;2;2;2;2;1;3;3;11;11;11;11;10;10;8;7;7;7;5;6;6;6;6;4;6;7;7;7;7;7";85.9
Puzzle_filtered//PF02913_1.tre;"4;7;8;8;9;9;8;8;8;8;8;7;6;6;7;7;7;7;5;1;1;2;2;3;4;4;4;7;7;6";"8;2;2;1;1;2;4;4;12;12;12;12;11;11;9;8;8;8;6;7;7;7;7;5;7;8;8;8;8;8";98.5
Puzzle_filtered//PF02913_1.tre;"3;7;8;8;9;9;8;8;8;8;8;7;6;6;7;7;7;7;5;2;2;1;1;3;4;4;4;7;7;6";"8;1;1;2;2;2;4;4;12;12;12;12;11;11;9;8;8;8;6;7;7;7;7;5;7;8;8;8;8;8";95.2
Puzzle_filtered//PF02913_1.tre;"2;6;7;7;8;8;7;7;7;7;7;6;5;5;6;6;6;6;4;3;3;3;3;1;2;2;3;6;6;5";"None";77.1
Puzzle_filtered//PF02913_1.tre;"2;7;8;8;9;9;8;8;8;8;8;7;6;6;7;7;7;7;5;4;4;4;4;1;1;1;4;7;7;6";"None";65.9
Puzzle_filtered//PF02913_1.tre;"1;4;5;5;10;10;9;9;9;9;9;8;7;7;8;8;8;8;6;7;7;7;7;6;7;7;3;1;1;1";"4;8;8;8;8;6;6;6;12;12;12;12;11;11;9;8;8;8;6;7;7;7;7;3;1;1;1;4;4;4";97.8
Puzzle_filtered//PF00344_1.tre;"8;10;10;11;11;10;8;9;9;8;6;7;7;6;4;6;6;6;6;6;6;7;7;6;4;4;4;4;1;1";"None";64.5
Puzzle_filtered//PF00344_1.tre;"7;9;9;10;10;9;7;8;8;7;5;6;6;5;3;5;5;5;5;5;5;6;6;5;3;3;3;3;1;2";"2;6;7;7;5;7;7;7;7;5;10;10;10;10;8;7;8;8;7;5;6;6;5;2;3;3;3;3;1;2";43.7
Puzzle_filtered//PF00344_1.tre;"6;8;8;9;9;8;6;7;7;6;4;5;5;4;2;4;4;4;4;4;4;5;5;4;3;3;3;3;2;3";"3;5;6;6;4;6;6;6;6;4;9;9;9;9;7;6;7;7;6;4;5;5;4;1;3;3;3;3;2;3";82.9
Puzzle_filtered//PF00344_1.tre;"8;7;7;8;8;7;5;6;6;5;3;4;4;3;1;4;4;4;4;4;4;5;5;4;4;4;4;4;3;4";"None";53.7
Puzzle_filtered//PF00344_1.tre;"8;6;6;7;7;6;4;5;5;4;2;3;3;2;1;5;5;5;5;5;5;6;6;5;5;5;5;5;4;5";"5;4;5;5;3;5;5;5;5;3;7;7;7;7;5;4;5;5;4;2;3;3;2;2;5;5;5;5;4;5";93.1
Puzzle_filtered//PF00344_1.tre;"7;5;5;6;6;5;3;4;4;3;1;3;3;2;2;6;6;6;6;6;6;7;7;6;6;6;6;6;5;6";"6;5;6;6;4;6;6;6;6;4;6;6;6;6;4;3;4;4;3;1;3;3;2;3;6;6;6;6;5;6";95.0
Puzzle_filtered//PF00344_1.tre;"6;4;4;5;5;4;2;3;3;2;1;4;4;3;3;7;7;7;7;7;7;8;8;7;7;7;7;7;6;7";"7;6;7;7;5;7;7;7;7;5;5;5;5;5;3;2;3;3;2;1;4;4;3;4;7;7;7;7;6;7";95.2
Puzzle_filtered//PF00344_1.tre;"5;3;3;4;4;3;1;3;3;2;2;5;5;4;4;8;8;8;8;8;8;9;9;8;8;8;8;8;7;8";"8;7;8;8;6;8;8;8;8;6;4;4;4;4;2;1;3;3;2;2;5;5;4;5;8;8;8;8;7;8";96.2
Puzzle_filtered//PF00344_1.tre;"11;2;2;3;3;2;1;4;4;3;3;6;6;5;5;9;9;9;9;9;9;10;10;9;9;9;9;9;8;9";"9;8;9;9;7;9;9;9;9;7;3;3;3;3;1;1;4;4;3;3;6;6;5;6;9;9;9;9;8;9";97.5
Puzzle_filtered//PF00344_1.tre;"11;1;1;3;3;2;2;5;5;4;4;7;7;6;6;10;10;10;10;10;10;11;11;10;10;10;10;10;9;10";"None";76.6
Puzzle_filtered//PF00344_1.tre;"10;2;2;2;2;1;2;5;5;4;4;7;7;6;6;10;10;10;10;10;10;11;11;10;10;10;10;10;9;10";"None";49.4
Puzzle_filtered//PF00344_1.tre;"9;3;3;1;1;1;3;6;6;5;5;8;8;7;7;11;11;11;11;11;11;12;12;11;11;11;11;11;10;11";"None";72.2
Puzzle_filtered//PF00344_1.tre;"8;4;4;5;5;4;2;2;2;1;2;5;5;4;4;8;8;8;8;8;8;9;9;8;8;8;8;8;7;8";"8;7;8;8;6;8;8;8;8;6;5;5;5;5;3;2;2;2;1;2;5;5;4;5;8;8;8;8;7;8";97.9
Puzzle_filtered//PF00344_1.tre;"9;5;5;6;6;5;3;1;1;1;3;6;6;5;5;9;9;9;9;9;9;10;10;9;9;9;9;9;8;9";"9;8;9;9;7;9;9;9;9;7;6;6;6;6;4;3;1;1;1;3;6;6;5;6;9;9;9;9;8;9";99.7
Puzzle_filtered//PF00344_1.tre;"8;6;6;7;7;6;4;5;5;4;2;2;2;1;2;6;6;6;6;6;6;7;7;6;6;6;6;6;5;6";"6;5;6;6;4;6;6;6;6;4;7;7;7;7;5;4;5;5;4;2;2;2;1;3;6;6;6;6;5;6";98.9
Puzzle_filtered//PF00344_1.tre;"7;7;7;8;8;7;5;6;6;5;3;1;1;1;3;7;7;7;7;7;7;8;8;7;7;7;7;7;6;7";"None";99.2
Puzzle_filtered//PF00344_1.tre;"6;8;8;9;9;8;6;7;7;6;4;5;5;4;2;3;3;3;3;3;3;4;4;3;4;4;4;4;3;4";"5;3;4;4;2;4;4;4;4;2;8;8;8;8;6;5;6;6;5;3;4;4;3;2;5;5;5;5;4;5";81.5
Puzzle_filtered//PF00344_1.tre;"7;9;9;10;10;9;7;8;8;7;5;6;6;5;3;2;2;2;2;3;3;4;4;3;5;5;5;5;4;5";"6;2;3;3;1;4;4;4;4;2;9;9;9;9;7;6;7;7;6;4;5;5;4;3;6;6;6;6;5;6";66.4
Puzzle_filtered//PF00344_1.tre;"6;10;10;11;11;10;8;9;9;8;6;7;7;6;4;1;1;2;2;4;4;5;5;4;6;6;6;6;5;6";"None";83.8
Puzzle_filtered//PF00344_1.tre;"5;10;10;11;11;10;8;9;9;8;6;7;7;6;4;2;2;1;1;4;4;5;5;4;6;6;6;6;5;6";"8;1;1;1;2;6;6;6;6;4;11;11;11;11;9;8;9;9;8;6;7;7;6;5;8;8;8;8;7;8";81.7
Puzzle_filtered//PF00344_1.tre;"4;9;9;10;10;9;7;8;8;7;5;6;6;5;3;3;3;3;3;2;2;3;3;2;5;5;5;5;4;5";"6;3;4;4;2;3;3;3;3;1;9;9;9;9;7;6;7;7;6;4;5;5;4;3;6;6;6;6;5;6";80.0
Puzzle_filtered//PF00344_1.tre;"3;10;10;11;11;10;8;9;9;8;6;7;7;6;4;4;4;4;4;1;1;3;3;2;6;6;6;6;5;6";"8;5;6;6;4;1;1;2;2;2;11;11;11;11;9;8;9;9;8;6;7;7;6;5;8;8;8;8;7;8";98.8
Puzzle_filtered//PF00344_1.tre;"4;10;10;11;11;10;8;9;9;8;6;7;7;6;4;4;4;4;4;2;2;2;2;1;6;6;6;6;5;6";"None";62.8
Puzzle_filtered//PF00344_1.tre;"4;11;11;12;12;11;9;10;10;9;7;8;8;7;5;5;5;5;5;3;3;1;1;1;7;7;7;7;6;7";"8;5;6;6;4;2;2;1;1;2;11;11;11;11;9;8;9;9;8;6;7;7;6;5;8;8;8;8;7;8";62.6
Puzzle_filtered//PF00344_1.tre;"3;9;9;10;10;9;7;8;8;7;5;6;6;5;3;5;5;5;5;5;5;6;6;5;2;2;2;2;2;3";"3;6;7;7;5;7;7;7;7;5;10;10;10;10;8;7;8;8;7;5;6;6;5;2;2;2;2;2;2;3";58.7
Puzzle_filtered//PF00344_1.tre;"2;10;10;11;11;10;8;9;9;8;6;7;7;6;4;6;6;6;6;6;6;7;7;6;1;1;2;2;3;4";"4;7;8;8;6;8;8;8;8;6;11;11;11;11;9;8;9;9;8;6;7;7;6;3;1;1;2;2;3;4";80.9
Puzzle_filtered//PF00344_1.tre;"1;10;10;11;11;10;8;9;9;8;6;7;7;6;4;6;6;6;6;6;6;7;7;6;2;2;1;1;3;4";"4;7;8;8;6;8;8;8;8;6;11;11;11;11;9;8;9;9;8;6;7;7;6;3;2;2;1;1;3;4";38.6
Puzzle_filtered//PF00153_45.tre;"10;6;6;6;7;7;7;7;7;7;6;7;7;8;8;7;6;7;7;7;7;6;5;3;4;4;2;2;1;1";"2;10;10;9;8;7;9;9;9;9;8;8;10;10;9;9;9;9;9;8;8;8;8;8;4;3;2;1;1;2";92.7
Puzzle_filtered//PF00153_45.tre;"9;5;5;5;6;6;6;6;6;6;5;6;6;7;7;6;5;6;6;6;6;5;4;2;3;3;2;2;2;2";"2;9;9;8;7;6;8;8;8;8;7;7;9;9;8;8;8;8;8;7;7;7;7;7;3;2;1;2;2;2";69.9
Puzzle_filtered//PF00153_45.tre;"8;4;4;4;5;5;5;5;5;5;4;5;5;6;6;5;4;5;5;5;5;4;3;2;3;3;3;3;3;3";"5;6;6;5;4;3;5;5;5;5;4;4;6;6;5;5;5;5;5;4;4;4;4;4;1;2;3;5;5;5";45.8
Puzzle_filtered//PF00153_45.tre;"7;3;3;3;4;4;4;4;4;4;3;5;5;6;6;5;4;5;5;5;5;4;3;3;4;4;4;4;4;4";"6;5;5;4;3;2;4;4;4;4;3;3;6;6;5;5;5;5;5;4;4;4;4;4;2;3;4;6;6;6";61.8
Puzzle_filtered//PF00153_45.tre;"9;2;2;2;4;4;4;4;4;4;3;6;6;7;7;6;5;6;6;6;6;5;4;4;5;5;5;5;5;5";"8;6;6;5;4;3;2;2;2;2;2;2;8;8;7;7;7;7;7;6;6;6;6;6;4;5;6;8;8;8";56.4
Puzzle_filtered//PF00153_45.tre;"9;1;2;2;5;5;5;5;5;5;4;7;7;8;8;7;6;7;7;7;7;6;5;5;6;6;6;6;6;6";"9;7;7;6;5;4;2;2;1;1;3;3;9;9;8;8;8;8;8;7;7;7;7;7;5;6;7;9;9;9";62.0
Puzzle_filtered//PF00153_45.tre;"8;2;1;1;5;5;5;5;5;5;4;7;7;8;8;7;6;7;7;7;7;6;5;5;6;6;6;6;6;6";"9;7;7;6;5;4;1;1;2;2;3;3;9;9;8;8;8;8;8;7;7;7;7;7;5;6;7;9;9;9";83.4
Puzzle_filtered//PF00153_45.tre;"8;3;3;3;3;3;3;3;3;3;2;6;6;7;7;6;5;6;6;6;6;5;4;4;5;5;5;5;5;5";"None";32.4
Puzzle_filtered//PF00153_45.tre;"7;4;4;4;2;2;2;2;3;3;2;7;7;8;8;7;6;7;7;7;7;6;5;5;6;6;6;6;6;6";"None";48.8
Puzzle_filtered//PF00153_45.tre;"6;5;5;5;1;1;2;2;4;4;3;8;8;9;9;8;7;8;8;8;8;7;6;6;7;7;7;7;7;7";"None";57.7
Puzzle_filtered//PF00153_45.tre;"10;5;5;5;2;2;1;1;4;4;3;8;8;9;9;8;7;8;8;8;8;7;6;6;7;7;7;7;7;7";"None";68.6
Puzzle_filtered//PF00153_45.tre;"9;4;4;4;3;3;3;3;2;2;1;7;7;8;8;7;6;7;7;7;7;6;5;5;6;6;6;6;6;6";"None";42.5
Puzzle_filtered//PF00153_45.tre;"9;5;5;5;4;4;4;4;1;1;1;8;8;9;9;8;7;8;8;8;8;7;6;6;7;7;7;7;7;7";"10;1;1;1;2;3;7;7;7;7;6;6;10;10;9;9;9;9;9;8;8;8;8;8;6;7;8;10;10;10";70.3
Puzzle_filtered//PF00153_45.tre;"8;4;4;4;5;5;5;5;5;5;4;4;4;5;5;4;3;4;4;4;4;3;2;3;4;4;4;4;4;4";"6;6;6;5;4;3;5;5;5;5;4;4;5;5;4;4;4;4;4;3;3;3;3;3;2;3;4;6;6;6";59.3
Puzzle_filtered//PF00153_45.tre;"9;5;5;5;6;6;6;6;6;6;5;3;3;4;4;3;2;3;3;4;4;3;2;4;5;5;5;5;5;5";"7;7;7;6;5;4;6;6;6;6;5;5;4;4;3;3;3;3;3;2;3;3;3;3;3;4;5;7;7;7";92.4
Puzzle_filtered//PF00153_45.tre;"8;6;6;6;7;7;7;7;7;7;6;2;2;3;3;2;2;3;3;5;5;4;3;5;6;6;6;6;6;6";"8;8;8;7;6;5;7;7;7;7;6;6;3;3;2;2;2;3;3;2;4;4;4;4;4;5;6;8;8;8";93.4
Puzzle_filtered//PF00153_45.tre;"7;7;7;7;8;8;8;8;8;8;7;1;1;3;3;2;3;4;4;6;6;5;4;6;7;7;7;7;7;7";"9;9;9;8;7;6;8;8;8;8;7;7;3;3;2;1;1;4;4;3;5;5;5;5;5;6;7;9;9;9";75.9
Puzzle_filtered//PF00153_45.tre;"8;7;7;7;8;8;8;8;8;8;7;2;2;2;2;1;3;4;4;6;6;5;4;6;7;7;7;7;7;7";"9;9;9;8;7;6;8;8;8;8;7;7;2;2;1;2;2;4;4;3;5;5;5;5;5;6;7;9;9;9";68.8
Puzzle_filtered//PF00153_45.tre;"8;8;8;8;9;9;9;9;9;9;8;3;3;1;1;1;4;5;5;7;7;6;5;7;8;8;8;8;8;8";"None";60.4
Puzzle_filtered//PF00153_45.tre;"7;6;6;6;7;7;7;7;7;7;6;3;3;4;4;3;1;2;2;5;5;4;3;5;6;6;6;6;6;6";"8;8;8;7;6;5;7;7;7;7;6;6;4;4;3;3;3;2;2;1;4;4;4;4;4;5;6;8;8;8";98.1
Puzzle_filtered//PF00153_45.tre;"6;7;7;7;8;8;8;8;8;8;7;4;4;5;5;4;1;1;1;6;6;5;4;6;7;7;7;7;7;7";"9;9;9;8;7;6;8;8;8;8;7;7;5;5;4;4;4;1;1;1;5;5;5;5;5;6;7;9;9;9";99.5
Puzzle_filtered//PF00153_45.tre;"5;5;5;5;6;6;6;6;6;6;5;4;4;5;5;4;3;4;4;3;3;2;1;4;5;5;5;5;5;5";"7;7;7;6;5;4;6;6;6;6;5;5;5;5;4;4;4;4;4;3;2;2;2;2;3;4;5;7;7;7";92.7
Puzzle_filtered//PF00153_45.tre;"4;6;6;6;7;7;7;7;7;7;6;5;5;6;6;5;4;5;5;2;2;1;1;5;6;6;6;6;6;6";"None";45.3
Puzzle_filtered//PF00153_45.tre;"3;7;7;7;8;8;8;8;8;8;7;6;6;7;7;6;5;6;6;1;1;1;2;6;7;7;7;7;7;7";"8;8;8;7;6;5;7;7;7;7;6;6;6;6;5;5;5;5;5;4;2;2;1;1;4;5;6;8;8;8";51.0
Puzzle_filtered//PF00153_45.tre;"2;5;5;5;6;6;6;6;6;6;5;6;6;7;7;6;5;6;6;6;6;5;4;1;2;2;3;3;3;3";"None";50.8
Puzzle_filtered//PF00153_45.tre;"2;6;6;6;7;7;7;7;7;7;6;7;7;8;8;7;6;7;7;7;7;6;5;1;1;1;4;4;4;4";"None";60.7
Puzzle_filtered//PF00153_45.tre;"1;6;6;6;7;7;7;7;7;7;6;7;7;8;8;7;6;7;7;7;7;6;5;3;4;4;1;1;2;2";"1;10;10;9;8;7;9;9;9;9;8;8;10;10;9;9;9;9;9;8;8;8;8;8;4;3;2;2;2;1";90.9
Puzzle_filtered//PF13537_1.tre;"9;5;5;4;4;3;4;4;3;5;5;4;3;7;8;8;6;5;5;5;3;5;5;4;4;5;5;4;4;1";"5;5;5;4;5;5;5;5;2;7;8;8;6;5;5;5;3;4;4;4;4;1;4;4;4;5;5;3;4;5";72.7
Puzzle_filtered//PF13537_1.tre;"8;4;4;3;3;2;3;3;3;5;5;4;3;7;8;8;6;5;5;5;4;6;6;5;5;6;6;5;5;2";"6;4;4;3;4;4;4;4;1;7;8;8;6;5;5;5;3;4;4;4;4;2;5;5;5;6;6;4;5;6";80.2
Puzzle_filtered//PF13537_1.tre;"9;3;3;2;2;2;3;3;4;6;6;5;4;8;9;9;7;6;6;6;5;7;7;6;6;7;7;6;6;3";"None";28.7
Puzzle_filtered//PF13537_1.tre;"9;2;2;2;2;3;4;4;5;7;7;6;5;9;10;10;8;7;7;7;6;8;8;7;7;8;8;7;7;4";"None";50.3
Puzzle_filtered//PF13537_1.tre;"8;1;1;3;3;4;5;5;6;8;8;7;6;10;11;11;9;8;8;8;7;9;9;8;8;9;9;8;8;5";"9;4;4;3;2;2;1;1;3;10;11;11;9;8;8;8;6;7;7;7;7;5;8;8;8;9;9;7;8;9";65.1
Puzzle_filtered//PF13537_1.tre;"7;3;3;1;1;3;4;4;5;7;7;6;5;9;10;10;8;7;7;7;6;8;8;7;7;8;8;7;7;4";"9;4;4;3;1;1;2;2;3;10;11;11;9;8;8;8;6;7;7;7;7;5;8;8;8;9;9;7;8;9";61.1
Puzzle_filtered//PF13537_1.tre;"6;4;4;3;3;1;2;2;4;6;6;5;4;8;9;9;7;6;6;6;5;7;7;6;6;7;7;6;6;3";"None";43.3
Puzzle_filtered//PF13537_1.tre;"12;5;5;4;4;1;1;1;5;7;7;6;5;9;10;10;8;7;7;7;6;8;8;7;7;8;8;7;7;4";"9;1;1;1;4;4;4;4;3;10;11;11;9;8;8;8;6;7;7;7;7;5;8;8;8;9;9;7;8;9";61.0
Puzzle_filtered//PF13537_1.tre;"11;5;5;4;4;3;4;4;2;4;4;3;2;6;7;7;5;4;4;4;4;6;6;5;5;6;6;5;5;2";"6;5;5;4;5;5;5;5;2;6;7;7;5;4;4;4;2;3;3;3;3;2;5;5;5;6;6;4;5;6";83.2
Puzzle_filtered//PF13537_1.tre;"10;6;6;5;5;4;5;5;1;3;3;2;2;6;7;7;5;4;4;4;5;7;7;6;6;7;7;6;6;3";"7;6;6;5;6;6;6;6;3;6;7;7;5;4;4;4;2;2;2;2;2;3;6;6;6;7;7;5;6;7";97.5
Puzzle_filtered//PF13537_1.tre;"9;7;7;6;6;5;6;6;1;2;2;1;3;7;8;8;6;5;5;5;6;8;8;7;7;8;8;7;7;4";"None";81.5
Puzzle_filtered//PF13537_1.tre;"9;8;8;7;7;6;7;7;2;1;1;1;4;8;9;9;7;6;6;6;7;9;9;8;8;9;9;8;8;5";"None";94.3
Puzzle_filtered//PF13537_1.tre;"8;6;6;5;5;4;5;5;2;4;4;3;1;5;6;6;4;3;3;3;5;7;7;6;6;7;7;6;6;3";"7;6;6;5;6;6;6;6;3;5;6;6;4;3;3;3;1;3;3;3;3;3;6;6;6;7;7;5;6;7";92.0
Puzzle_filtered//PF13537_1.tre;"7;7;7;6;6;5;6;6;3;5;5;4;1;4;5;5;3;2;2;2;6;8;8;7;7;8;8;7;7;4";"8;7;7;6;7;7;7;7;4;4;5;5;3;2;2;2;1;4;4;4;4;4;7;7;7;8;8;6;7;8";93.4
Puzzle_filtered//PF13537_1.tre;"8;8;8;7;7;6;7;7;4;6;6;5;2;3;4;4;2;1;2;2;7;9;9;8;8;9;9;8;8;5";"9;8;8;7;8;8;8;8;5;3;4;4;2;1;2;2;2;5;5;5;5;5;8;8;8;9;9;7;8;9";58.9
Puzzle_filtered//PF13537_1.tre;"8;9;9;8;8;7;8;8;5;7;7;6;3;2;3;3;1;1;3;3;8;10;10;9;9;10;10;9;9;6";"10;9;9;8;9;9;9;9;6;2;3;3;1;1;3;3;3;6;6;6;6;6;9;9;9;10;10;8;9;10";50.0
Puzzle_filtered//PF13537_1.tre;"7;10;10;9;9;8;9;9;6;8;8;7;4;1;2;2;1;2;4;4;9;11;11;10;10;11;11;10;10;7";"11;10;10;9;10;10;10;10;7;1;2;2;1;2;4;4;4;7;7;7;7;7;10;10;10;11;11;9;10;11";78.3
Puzzle_filtered//PF13537_1.tre;"6;11;11;10;10;9;10;10;7;9;9;8;5;1;1;1;2;3;5;5;10;12;12;11;11;12;12;11;11;8";"12;11;11;10;11;11;11;11;8;1;1;1;2;3;5;5;5;8;8;8;8;8;11;11;11;12;12;10;11;12";87.1
Puzzle_filtered//PF13537_1.tre;"5;8;8;7;7;6;7;7;4;6;6;5;2;4;5;5;3;2;1;1;7;9;9;8;8;9;9;8;8;5";"9;8;8;7;8;8;8;8;5;4;5;5;3;2;1;1;2;5;5;5;5;5;8;8;8;9;9;7;8;9";98.7
Puzzle_filtered//PF13537_1.tre;"4;6;6;5;5;4;5;5;4;6;6;5;4;8;9;9;7;6;6;6;2;4;4;3;3;4;4;3;3;1";"4;6;6;5;6;6;6;6;3;8;9;9;7;6;6;6;4;5;5;5;5;1;3;3;3;4;4;2;3;4";41.6
Puzzle_filtered//PF13537_1.tre;"5;7;7;6;6;5;6;6;5;7;7;6;5;9;10;10;8;7;7;7;1;3;3;2;3;4;4;3;3;2";"3;7;7;6;7;7;7;7;4;9;10;10;8;7;7;7;5;6;6;6;6;2;3;3;3;4;4;1;2;3";36.9
Puzzle_filtered//PF13537_1.tre;"6;8;8;7;7;6;7;7;6;8;8;7;6;10;11;11;9;8;8;8;1;2;2;1;4;5;5;4;4;3";"None";45.5
Puzzle_filtered//PF13537_1.tre;"5;9;9;8;8;7;8;8;7;9;9;8;7;11;12;12;10;9;9;9;2;1;1;1;5;6;6;5;5;4";"1;9;9;8;9;9;9;9;6;11;12;12;10;9;9;9;7;8;8;8;8;4;5;5;5;6;6;2;1;1";70.7
Puzzle_filtered//PF13537_1.tre;"4;7;7;6;6;5;6;6;5;7;7;6;5;9;10;10;8;7;7;7;2;4;4;3;2;3;3;2;2;2";"4;7;7;6;7;7;7;7;4;9;10;10;8;7;7;7;5;6;6;6;6;2;2;2;2;3;3;2;3;4";35.4
Puzzle_filtered//PF13537_1.tre;"3;8;8;7;7;6;7;7;6;8;8;7;6;10;11;11;9;8;8;8;3;5;5;4;1;2;2;2;2;3";"None";85.3
Puzzle_filtered//PF13537_1.tre;"2;9;9;8;8;7;8;8;7;9;9;8;7;11;12;12;10;9;9;9;4;6;6;5;1;1;1;3;3;4";"5;8;8;7;8;8;8;8;5;10;11;11;9;8;8;8;6;7;7;7;7;3;1;1;2;3;3;3;4;5";74.0
Puzzle_filtered//PF13537_1.tre;"1;8;8;7;7;6;7;7;6;8;8;7;6;10;11;11;9;8;8;8;3;5;5;4;2;3;3;1;1;3";"6;9;9;8;9;9;9;9;6;11;12;12;10;9;9;9;7;8;8;8;8;4;3;3;1;1;1;4;5;6";90.0
Puzzle_filtered//PF00133_2.tre;"1;4;3;7;7;7;8;8;8;9;9;7;6;8;8;10;10;9;8;8;8;7;5;6;6;5;4;1;1;1";"5;5;4;3;5;5;4;3;1;1;7;7;6;5;4;6;6;5;5;5;3;4;7;7;7;8;8;6;7;7";98.2
Puzzle_filtered//PF00133_2.tre;"2;3;2;6;6;6;7;7;7;8;8;6;5;7;7;9;9;8;7;7;7;6;4;5;5;4;3;1;2;2";"None";27.2
Puzzle_filtered//PF00133_2.tre;"6;2;1;6;6;6;7;7;7;8;8;6;5;7;7;9;9;8;7;7;7;6;4;5;5;4;3;2;3;3";"2;2;1;1;5;5;4;3;4;4;9;9;8;7;6;8;8;7;7;7;5;6;9;9;9;10;10;8;9;9";41.7
Puzzle_filtered//PF00133_2.tre;"5;1;1;7;7;7;8;8;8;9;9;7;6;8;8;10;10;9;8;8;8;7;5;6;6;5;4;3;4;4";"1;1;1;2;6;6;5;4;5;5;10;10;9;8;7;9;9;8;8;8;6;7;10;10;10;11;11;9;10;10";77.0
Puzzle_filtered//PF00133_2.tre;"4;3;2;5;5;5;6;6;6;7;7;5;4;6;6;8;8;7;6;6;6;5;3;4;4;3;2;2;3;3";"None";22.3
