tree_file_name;leaf_dist;agree_with_etalon
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF00676_1.tre;"4;6;6;5;4;3;3;3;2;2;1;2;3;4;5";"2;2;1;5;6;6;4;3;3;3;2;4;4;4;4";13.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF00676_1.tre;"5;7;7;6;5;4;4;4;1;1;1;3;4;5;6";"1;1;1;6;7;7;5;4;4;4;3;5;5;5;5";14.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF02879_1.tre;"5;1;10;10;9;8;8;8;7;7;5;4;3;2;1";"None";17.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF02879_1.tre;"4;2;9;9;8;7;7;7;6;6;4;3;2;1;1";"4;2;2;1;1;6;7;7;5;5;5;4;4;3;4";19.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF02879_1.tre;"3;3;8;8;7;6;6;6;5;5;3;2;1;1;2";"3;3;3;2;1;5;6;6;4;4;4;3;3;2;3";10.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF02879_1.tre;"7;4;7;7;6;5;5;5;4;4;2;1;1;2;3";"None";8.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF02879_1.tre;"6;5;6;6;5;4;4;4;3;3;1;1;2;3;4";"None";8.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF02879_1.tre;"5;6;5;5;4;3;3;3;2;2;1;2;3;4;5";"3;4;4;3;2;4;5;5;3;3;3;2;2;2;3";20.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF02879_1.tre;"5;7;4;4;3;2;2;2;2;2;2;3;4;5;6";"4;5;5;4;3;3;4;4;2;2;2;2;2;3;4";20.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF02879_1.tre;"4;8;3;3;2;1;2;2;3;3;3;4;5;6;7";"5;6;6;5;4;2;3;3;1;2;2;3;3;4;5";18.0
